Item Code,Item Description,Spec Book,Unit,Statewide 12-Mo Moving Avg ($),Statewide 3-Mo Moving Avg ($),Engineer Estimate Avg ($),Min Bid Price ($),Max Bid Price ($),Total Awarded Qty (12-Mo),Total Awarded Value ($),Category
"0420-6183","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 183)","2024/2014","CY",1188,1188,1116.72,780,2597,70240,83445120,"400 Structures"
"0420-6184","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 184)","2024/2014","CY",1242,1279.26,1167.48,795,2670.5,71810,89188020,"400 Structures"
"0420-6185","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 185)","2024/2014","CY",1296,1373.76,1218.24,750,2744,73380,95100480,"400 Structures"
"0420-6186","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 186)","2024/2014","CY",1350,1269,1269,765,2817.5,74950,101182500,"400 Structures"
"0420-6187","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 187)","2024/2014","CY",1404,1361.88,1319.76,780,2450,76520,107434080,"400 Structures"
"0420-6188","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 188)","2024/2014","CY",1458,1458,1370.52,795,2523.5,78090,113855220,"400 Structures"
"0420-6189","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 189)","2024/2014","CY",1512,1557.36,1421.28,750,2597,79660,120445920,"400 Structures"
"0420-6190","CONCRETE STRUCTURES (ABUT/CAP/COL) (TY 190)","2024/2014","CY",1188,1259.28,1116.72,765,2670.5,70430,83670840,"400 Structures"
"0422-6001","REINFORCED CONC SLAB (TY 1)","2024/2014","SF",25.96,24.4,24.4,19,52,500,12980,"400 Structures"
"0422-6002","REINFORCED CONC SLAB (TY 2)","2024/2014","SF",27.14,26.33,25.51,19.38,53.56,2070,56179.8,"400 Structures"
"0422-6003","REINFORCED CONC SLAB (TY 3)","2024/2014","SF",28.32,28.32,26.62,19.76,55.12,3640,103084.8,"400 Structures"
"0422-6004","REINFORCED CONC SLAB (TY 4)","2024/2014","SF",29.5,30.38,27.73,20.14,56.68,5210,153695,"400 Structures"
"0422-6005","REINFORCED CONC SLAB (TY 5)","2024/2014","SF",30.68,32.52,28.84,19,58.24,6780,208010.4,"400 Structures"
"0422-6006","REINFORCED CONC SLAB (TY 6)","2024/2014","SF",31.86,29.95,29.95,19.38,59.8,8350,266031,"400 Structures"
"0422-6007","REINFORCED CONC SLAB (TY 7)","2024/2014","SF",33.04,32.05,31.06,19.76,52,9920,327756.8,"400 Structures"
"0422-6008","REINFORCED CONC SLAB (TY 8)","2024/2014","SF",25.96,25.96,24.4,20.14,53.56,11490,298280.4,"400 Structures"
"0422-6009","REINFORCED CONC SLAB (TY 9)","2024/2014","SF",27.14,27.95,25.51,19,55.12,13060,354448.4,"400 Structures"
"0422-6010","REINFORCED CONC SLAB (TY 10)","2024/2014","SF",28.32,30.02,26.62,19.38,56.68,3830,108465.6,"400 Structures"
"0422-6011","REINFORCED CONC SLAB (TY 11)","2024/2014","SF",29.5,27.73,27.73,19.76,58.24,5400,159300,"400 Structures"
"0422-6012","REINFORCED CONC SLAB (TY 12)","2024/2014","SF",30.68,29.76,28.84,20.14,59.8,6970,213839.6,"400 Structures"
"0422-6013","REINFORCED CONC SLAB (TY 13)","2024/2014","SF",31.86,31.86,29.95,19,52,8540,272084.4,"400 Structures"
"0422-6014","REINFORCED CONC SLAB (TY 14)","2024/2014","SF",33.04,34.03,31.06,19.38,53.56,10110,334034.4,"400 Structures"
"0422-6015","REINFORCED CONC SLAB (TY 15)","2024/2014","SF",25.96,27.52,24.4,19.76,55.12,11680,303212.8,"400 Structures"
"0422-6016","REINFORCED CONC SLAB (TY 16)","2024/2014","SF",27.14,25.51,25.51,20.14,56.68,13250,359605,"400 Structures"
"0422-6017","REINFORCED CONC SLAB (TY 17)","2024/2014","SF",28.32,27.47,26.62,19,58.24,14820,419702.4,"400 Structures"
"0422-6018","REINFORCED CONC SLAB (TY 18)","2024/2014","SF",29.5,29.5,27.73,19.38,59.8,16390,483505,"400 Structures"
"0422-6019","REINFORCED CONC SLAB (TY 19)","2024/2014","SF",30.68,31.6,28.84,19.76,52,7160,219668.8,"400 Structures"
"0422-6020","REINFORCED CONC SLAB (TY 20)","2024/2014","SF",31.86,33.77,29.95,20.14,53.56,8730,278137.8,"400 Structures"
"0422-6021","REINFORCED CONC SLAB (TY 21)","2024/2014","SF",33.04,31.06,31.06,19,55.12,10300,340312,"400 Structures"
"0422-6022","REINFORCED CONC SLAB (TY 22)","2024/2014","SF",25.96,25.18,24.4,19.38,56.68,11870,308145.2,"400 Structures"
"0422-6023","REINFORCED CONC SLAB (TY 23)","2024/2014","SF",27.14,27.14,25.51,19.76,58.24,13440,364761.6,"400 Structures"
"0422-6024","REINFORCED CONC SLAB (TY 24)","2024/2014","SF",28.32,29.17,26.62,20.14,59.8,15010,425083.2,"400 Structures"
"0422-6025","REINFORCED CONC SLAB (TY 25)","2024/2014","SF",29.5,31.27,27.73,19,52,16580,489110,"400 Structures"
"0422-6026","REINFORCED CONC SLAB (TY 26)","2024/2014","SF",30.68,28.84,28.84,19.38,53.56,18150,556842,"400 Structures"
"0422-6027","REINFORCED CONC SLAB (TY 27)","2024/2014","SF",31.86,30.9,29.95,19.76,55.12,19720,628279.2,"400 Structures"
"0422-6028","REINFORCED CONC SLAB (TY 28)","2024/2014","SF",33.04,33.04,31.06,20.14,56.68,10490,346589.6,"400 Structures"
"0422-6029","REINFORCED CONC SLAB (TY 29)","2024/2014","SF",25.96,26.74,24.4,19,58.24,12060,313077.6,"400 Structures"
"0422-6030","REINFORCED CONC SLAB (TY 30)","2024/2014","SF",27.14,28.77,25.51,19.38,59.8,13630,369918.2,"400 Structures"
"0422-6031","REINFORCED CONC SLAB (TY 31)","2024/2014","SF",28.32,26.62,26.62,19.76,52,15200,430464,"400 Structures"
"0422-6032","REINFORCED CONC SLAB (TY 32)","2024/2014","SF",29.5,28.62,27.73,20.14,53.56,16770,494715,"400 Structures"
"0422-6033","REINFORCED CONC SLAB (TY 33)","2024/2014","SF",30.68,30.68,28.84,19,55.12,18340,562671.2,"400 Structures"
"0422-6034","REINFORCED CONC SLAB (TY 34)","2024/2014","SF",31.86,32.82,29.95,19.38,56.68,19910,634332.6,"400 Structures"
"0422-6035","REINFORCED CONC SLAB (TY 35)","2024/2014","SF",33.04,35.02,31.06,19.76,58.24,21480,709699.2,"400 Structures"
"0422-6036","REINFORCED CONC SLAB (TY 36)","2024/2014","SF",25.96,24.4,24.4,20.14,59.8,23050,598378,"400 Structures"
"0422-6037","REINFORCED CONC SLAB (TY 37)","2024/2014","SF",27.14,26.33,25.51,19,52,13820,375074.8,"400 Structures"
"0422-6038","REINFORCED CONC SLAB (TY 38)","2024/2014","SF",28.32,28.32,26.62,19.38,53.56,15390,435844.8,"400 Structures"
"0422-6039","REINFORCED CONC SLAB (TY 39)","2024/2014","SF",29.5,30.38,27.73,19.76,55.12,16960,500320,"400 Structures"
"0422-6040","REINFORCED CONC SLAB (TY 40)","2024/2014","SF",30.68,32.52,28.84,20.14,56.68,18530,568500.4,"400 Structures"
"0422-6041","REINFORCED CONC SLAB (TY 41)","2024/2014","SF",31.86,29.95,29.95,19,58.24,20100,640386,"400 Structures"
"0422-6042","REINFORCED CONC SLAB (TY 42)","2024/2014","SF",33.04,32.05,31.06,19.38,59.8,21670,715976.8,"400 Structures"
"0422-6043","REINFORCED CONC SLAB (TY 43)","2024/2014","SF",25.96,25.96,24.4,19.76,52,23240,603310.4,"400 Structures"
"0422-6044","REINFORCED CONC SLAB (TY 44)","2024/2014","SF",27.14,27.95,25.51,20.14,53.56,24810,673343.4,"400 Structures"
"0422-6045","REINFORCED CONC SLAB (TY 45)","2024/2014","SF",28.32,30.02,26.62,19,55.12,26380,747081.6,"400 Structures"
"0425-6001","PRESTR CONC GIRDER (TX28-TX70) (TY 1)","2024/2014","LF",211.2,198.53,198.53,140,420,500,105600,"400 Structures"
"0425-6002","PRESTR CONC GIRDER (TX28-TX70) (TY 2)","2024/2014","LF",220.8,214.18,207.55,142.8,432.6,2070,457056,"400 Structures"
"0425-6003","PRESTR CONC GIRDER (TX28-TX70) (TY 3)","2024/2014","LF",230.4,230.4,216.58,145.6,445.2,3640,838656,"400 Structures"
"0425-6004","PRESTR CONC GIRDER (TX28-TX70) (TY 4)","2024/2014","LF",240,247.2,225.6,148.4,457.8,5210,1250400,"400 Structures"
"0425-6005","PRESTR CONC GIRDER (TX28-TX70) (TY 5)","2024/2014","LF",249.6,264.58,234.62,140,470.4,6780,1692288,"400 Structures"
"0425-6006","PRESTR CONC GIRDER (TX28-TX70) (TY 6)","2024/2014","LF",259.2,243.65,243.65,142.8,483,8350,2164320,"400 Structures"
"0425-6007","PRESTR CONC GIRDER (TX28-TX70) (TY 7)","2024/2014","LF",268.8,260.74,252.67,145.6,420,9920,2666496,"400 Structures"
"0425-6008","PRESTR CONC GIRDER (TX28-TX70) (TY 8)","2024/2014","LF",211.2,211.2,198.53,148.4,432.6,11490,2426688,"400 Structures"
"0425-6009","PRESTR CONC GIRDER (TX28-TX70) (TY 9)","2024/2014","LF",220.8,227.42,207.55,140,445.2,13060,2883648,"400 Structures"
"0425-6010","PRESTR CONC GIRDER (TX28-TX70) (TY 10)","2024/2014","LF",230.4,244.22,216.58,142.8,457.8,3830,882432,"400 Structures"
"0425-6011","PRESTR CONC GIRDER (TX28-TX70) (TY 11)","2024/2014","LF",240,225.6,225.6,145.6,470.4,5400,1296000,"400 Structures"
"0425-6012","PRESTR CONC GIRDER (TX28-TX70) (TY 12)","2024/2014","LF",249.6,242.11,234.62,148.4,483,6970,1739712,"400 Structures"
"0425-6013","PRESTR CONC GIRDER (TX28-TX70) (TY 13)","2024/2014","LF",259.2,259.2,243.65,140,420,8540,2213568,"400 Structures"
"0425-6014","PRESTR CONC GIRDER (TX28-TX70) (TY 14)","2024/2014","LF",268.8,276.86,252.67,142.8,432.6,10110,2717568,"400 Structures"
"0425-6015","PRESTR CONC GIRDER (TX28-TX70) (TY 15)","2024/2014","LF",211.2,223.87,198.53,145.6,445.2,11680,2466816,"400 Structures"
"0425-6016","PRESTR CONC GIRDER (TX28-TX70) (TY 16)","2024/2014","LF",220.8,207.55,207.55,148.4,457.8,13250,2925600,"400 Structures"
"0425-6017","PRESTR CONC GIRDER (TX28-TX70) (TY 17)","2024/2014","LF",230.4,223.49,216.58,140,470.4,14820,3414528,"400 Structures"
"0425-6018","PRESTR CONC GIRDER (TX28-TX70) (TY 18)","2024/2014","LF",240,240,225.6,142.8,483,16390,3933600,"400 Structures"
"0425-6019","PRESTR CONC GIRDER (TX28-TX70) (TY 19)","2024/2014","LF",249.6,257.09,234.62,145.6,420,7160,1787136,"400 Structures"
"0425-6020","PRESTR CONC GIRDER (TX28-TX70) (TY 20)","2024/2014","LF",259.2,274.75,243.65,148.4,432.6,8730,2262816,"400 Structures"
"0425-6021","PRESTR CONC GIRDER (TX28-TX70) (TY 21)","2024/2014","LF",268.8,252.67,252.67,140,445.2,10300,2768640,"400 Structures"
"0425-6022","PRESTR CONC GIRDER (TX28-TX70) (TY 22)","2024/2014","LF",211.2,204.86,198.53,142.8,457.8,11870,2506944,"400 Structures"
"0425-6023","PRESTR CONC GIRDER (TX28-TX70) (TY 23)","2024/2014","LF",220.8,220.8,207.55,145.6,470.4,13440,2967552,"400 Structures"
"0425-6024","PRESTR CONC GIRDER (TX28-TX70) (TY 24)","2024/2014","LF",230.4,237.31,216.58,148.4,483,15010,3458304,"400 Structures"
"0425-6025","PRESTR CONC GIRDER (TX28-TX70) (TY 25)","2024/2014","LF",240,254.4,225.6,140,420,16580,3979200,"400 Structures"
"0425-6026","PRESTR CONC GIRDER (TX28-TX70) (TY 26)","2024/2014","LF",249.6,234.62,234.62,142.8,432.6,18150,4530240,"400 Structures"
"0425-6027","PRESTR CONC GIRDER (TX28-TX70) (TY 27)","2024/2014","LF",259.2,251.42,243.65,145.6,445.2,19720,5111424,"400 Structures"
"0425-6028","PRESTR CONC GIRDER (TX28-TX70) (TY 28)","2024/2014","LF",268.8,268.8,252.67,148.4,457.8,10490,2819712,"400 Structures"
"0425-6029","PRESTR CONC GIRDER (TX28-TX70) (TY 29)","2024/2014","LF",211.2,217.54,198.53,140,470.4,12060,2547072,"400 Structures"
"0425-6030","PRESTR CONC GIRDER (TX28-TX70) (TY 30)","2024/2014","LF",220.8,234.05,207.55,142.8,483,13630,3009504,"400 Structures"
"0425-6031","PRESTR CONC GIRDER (TX28-TX70) (TY 31)","2024/2014","LF",230.4,216.58,216.58,145.6,420,15200,3502080,"400 Structures"
"0425-6032","PRESTR CONC GIRDER (TX28-TX70) (TY 32)","2024/2014","LF",240,232.8,225.6,148.4,432.6,16770,4024800,"400 Structures"
"0425-6033","PRESTR CONC GIRDER (TX28-TX70) (TY 33)","2024/2014","LF",249.6,249.6,234.62,140,445.2,18340,4577664,"400 Structures"
"0425-6034","PRESTR CONC GIRDER (TX28-TX70) (TY 34)","2024/2014","LF",259.2,266.98,243.65,142.8,457.8,19910,5160672,"400 Structures"
"0425-6035","PRESTR CONC GIRDER (TX28-TX70) (TY 35)","2024/2014","LF",268.8,284.93,252.67,145.6,470.4,21480,5773824,"400 Structures"
"0425-6036","PRESTR CONC GIRDER (TX28-TX70) (TY 36)","2024/2014","LF",211.2,198.53,198.53,148.4,483,23050,4868160,"400 Structures"
"0425-6037","PRESTR CONC GIRDER (TX28-TX70) (TY 37)","2024/2014","LF",220.8,214.18,207.55,140,420,13820,3051456,"400 Structures"
"0425-6038","PRESTR CONC GIRDER (TX28-TX70) (TY 38)","2024/2014","LF",230.4,230.4,216.58,142.8,432.6,15390,3545856,"400 Structures"
"0425-6039","PRESTR CONC GIRDER (TX28-TX70) (TY 39)","2024/2014","LF",240,247.2,225.6,145.6,445.2,16960,4070400,"400 Structures"
"0425-6040","PRESTR CONC GIRDER (TX28-TX70) (TY 40)","2024/2014","LF",249.6,264.58,234.62,148.4,457.8,18530,4625088,"400 Structures"
"0425-6041","PRESTR CONC GIRDER (TX28-TX70) (TY 41)","2024/2014","LF",259.2,243.65,243.65,140,470.4,20100,5209920,"400 Structures"
"0425-6042","PRESTR CONC GIRDER (TX28-TX70) (TY 42)","2024/2014","LF",268.8,260.74,252.67,142.8,483,21670,5824896,"400 Structures"
"0425-6043","PRESTR CONC GIRDER (TX28-TX70) (TY 43)","2024/2014","LF",211.2,211.2,198.53,145.6,420,23240,4908288,"400 Structures"
"0425-6044","PRESTR CONC GIRDER (TX28-TX70) (TY 44)","2024/2014","LF",220.8,227.42,207.55,148.4,432.6,24810,5478048,"400 Structures"
"0425-6045","PRESTR CONC GIRDER (TX28-TX70) (TY 45)","2024/2014","LF",230.4,244.22,216.58,140,445.2,26380,6077952,"400 Structures"
"0425-6046","PRESTR CONC GIRDER (TX28-TX70) (TY 46)","2024/2014","LF",240,225.6,225.6,142.8,457.8,17150,4116000,"400 Structures"
"0425-6047","PRESTR CONC GIRDER (TX28-TX70) (TY 47)","2024/2014","LF",249.6,242.11,234.62,145.6,470.4,18720,4672512,"400 Structures"
"0425-6048","PRESTR CONC GIRDER (TX28-TX70) (TY 48)","2024/2014","LF",259.2,259.2,243.65,148.4,483,20290,5259168,"400 Structures"
"0425-6049","PRESTR CONC GIRDER (TX28-TX70) (TY 49)","2024/2014","LF",268.8,276.86,252.67,140,420,21860,5875968,"400 Structures"
"0425-6050","PRESTR CONC GIRDER (TX28-TX70) (TY 50)","2024/2014","LF",211.2,223.87,198.53,142.8,432.6,23430,4948416,"400 Structures"
"0425-6051","PRESTR CONC GIRDER (TX28-TX70) (TY 51)","2024/2014","LF",220.8,207.55,207.55,145.6,445.2,25000,5520000,"400 Structures"
"0425-6052","PRESTR CONC GIRDER (TX28-TX70) (TY 52)","2024/2014","LF",230.4,223.49,216.58,148.4,457.8,26570,6121728,"400 Structures"
"0425-6053","PRESTR CONC GIRDER (TX28-TX70) (TY 53)","2024/2014","LF",240,240,225.6,140,470.4,28140,6753600,"400 Structures"
"0425-6054","PRESTR CONC GIRDER (TX28-TX70) (TY 54)","2024/2014","LF",249.6,257.09,234.62,142.8,483,29710,7415616,"400 Structures"
"0425-6055","PRESTR CONC GIRDER (TX28-TX70) (TY 55)","2024/2014","LF",259.2,274.75,243.65,145.6,420,20480,5308416,"400 Structures"
"0425-6056","PRESTR CONC GIRDER (TX28-TX70) (TY 56)","2024/2014","LF",268.8,252.67,252.67,148.4,432.6,22050,5927040,"400 Structures"
"0425-6057","PRESTR CONC GIRDER (TX28-TX70) (TY 57)","2024/2014","LF",211.2,204.86,198.53,140,445.2,23620,4988544,"400 Structures"
"0425-6058","PRESTR CONC GIRDER (TX28-TX70) (TY 58)","2024/2014","LF",220.8,220.8,207.55,142.8,457.8,25190,5561952,"400 Structures"
"0425-6059","PRESTR CONC GIRDER (TX28-TX70) (TY 59)","2024/2014","LF",230.4,237.31,216.58,145.6,470.4,26760,6165504,"400 Structures"
"0425-6060","PRESTR CONC GIRDER (TX28-TX70) (TY 60)","2024/2014","LF",240,254.4,225.6,148.4,483,28330,6799200,"400 Structures"
"0425-6061","PRESTR CONC GIRDER (TX28-TX70) (TY 61)","2024/2014","LF",249.6,234.62,234.62,140,420,29900,7463040,"400 Structures"
"0425-6062","PRESTR CONC GIRDER (TX28-TX70) (TY 62)","2024/2014","LF",259.2,251.42,243.65,142.8,432.6,31470,8157024,"400 Structures"
"0425-6063","PRESTR CONC GIRDER (TX28-TX70) (TY 63)","2024/2014","LF",268.8,268.8,252.67,145.6,445.2,33040,8881152,"400 Structures"
"0425-6064","PRESTR CONC GIRDER (TX28-TX70) (TY 64)","2024/2014","LF",211.2,217.54,198.53,148.4,457.8,23810,5028672,"400 Structures"
"0425-6065","PRESTR CONC GIRDER (TX28-TX70) (TY 65)","2024/2014","LF",220.8,234.05,207.55,140,470.4,25380,5603904,"400 Structures"
"0425-6066","PRESTR CONC GIRDER (TX28-TX70) (TY 66)","2024/2014","LF",230.4,216.58,216.58,142.8,483,26950,6209280,"400 Structures"
"0425-6067","PRESTR CONC GIRDER (TX28-TX70) (TY 67)","2024/2014","LF",240,232.8,225.6,145.6,420,28520,6844800,"400 Structures"
"0425-6068","PRESTR CONC GIRDER (TX28-TX70) (TY 68)","2024/2014","LF",249.6,249.6,234.62,148.4,432.6,30090,7510464,"400 Structures"
"0425-6069","PRESTR CONC GIRDER (TX28-TX70) (TY 69)","2024/2014","LF",259.2,266.98,243.65,140,445.2,31660,8206272,"400 Structures"
"0425-6070","PRESTR CONC GIRDER (TX28-TX70) (TY 70)","2024/2014","LF",268.8,284.93,252.67,142.8,457.8,33230,8932224,"400 Structures"
"0425-6071","PRESTR CONC GIRDER (TX28-TX70) (TY 71)","2024/2014","LF",211.2,198.53,198.53,145.6,470.4,34800,7349760,"400 Structures"
"0425-6072","PRESTR CONC GIRDER (TX28-TX70) (TY 72)","2024/2014","LF",220.8,214.18,207.55,148.4,483,36370,8030496,"400 Structures"
"0425-6073","PRESTR CONC GIRDER (TX28-TX70) (TY 73)","2024/2014","LF",230.4,230.4,216.58,140,420,27140,6253056,"400 Structures"
"0425-6074","PRESTR CONC GIRDER (TX28-TX70) (TY 74)","2024/2014","LF",240,247.2,225.6,142.8,432.6,28710,6890400,"400 Structures"
"0425-6075","PRESTR CONC GIRDER (TX28-TX70) (TY 75)","2024/2014","LF",249.6,264.58,234.62,145.6,445.2,30280,7557888,"400 Structures"
"0425-6076","PRESTR CONC GIRDER (TX28-TX70) (TY 76)","2024/2014","LF",259.2,243.65,243.65,148.4,457.8,31850,8255520,"400 Structures"
"0425-6077","PRESTR CONC GIRDER (TX28-TX70) (TY 77)","2024/2014","LF",268.8,260.74,252.67,140,470.4,33420,8983296,"400 Structures"
"0425-6078","PRESTR CONC GIRDER (TX28-TX70) (TY 78)","2024/2014","LF",211.2,211.2,198.53,142.8,483,34990,7389888,"400 Structures"
"0425-6079","PRESTR CONC GIRDER (TX28-TX70) (TY 79)","2024/2014","LF",220.8,227.42,207.55,145.6,420,36560,8072448,"400 Structures"
"0425-6080","PRESTR CONC GIRDER (TX28-TX70) (TY 80)","2024/2014","LF",230.4,244.22,216.58,148.4,432.6,38130,8785152,"400 Structures"
"0425-6081","PRESTR CONC GIRDER (TX28-TX70) (TY 81)","2024/2014","LF",240,225.6,225.6,140,445.2,39700,9528000,"400 Structures"
"0425-6082","PRESTR CONC GIRDER (TX28-TX70) (TY 82)","2024/2014","LF",249.6,242.11,234.62,142.8,457.8,30470,7605312,"400 Structures"
"0425-6083","PRESTR CONC GIRDER (TX28-TX70) (TY 83)","2024/2014","LF",259.2,259.2,243.65,145.6,470.4,32040,8304768,"400 Structures"
"0425-6084","PRESTR CONC GIRDER (TX28-TX70) (TY 84)","2024/2014","LF",268.8,276.86,252.67,148.4,483,33610,9034368,"400 Structures"
"0425-6085","PRESTR CONC GIRDER (TX28-TX70) (TY 85)","2024/2014","LF",211.2,223.87,198.53,140,420,35180,7430016,"400 Structures"
"0425-6086","PRESTR CONC GIRDER (TX28-TX70) (TY 86)","2024/2014","LF",220.8,207.55,207.55,142.8,432.6,36750,8114400,"400 Structures"
"0425-6087","PRESTR CONC GIRDER (TX28-TX70) (TY 87)","2024/2014","LF",230.4,223.49,216.58,145.6,445.2,38320,8828928,"400 Structures"
"0425-6088","PRESTR CONC GIRDER (TX28-TX70) (TY 88)","2024/2014","LF",240,240,225.6,148.4,457.8,39890,9573600,"400 Structures"
"0425-6089","PRESTR CONC GIRDER (TX28-TX70) (TY 89)","2024/2014","LF",249.6,257.09,234.62,140,470.4,41460,10348416,"400 Structures"
"0425-6090","PRESTR CONC GIRDER (TX28-TX70) (TY 90)","2024/2014","LF",259.2,274.75,243.65,142.8,483,43030,11153376,"400 Structures"
"0425-6091","PRESTR CONC GIRDER (TX28-TX70) (TY 91)","2024/2014","LF",268.8,252.67,252.67,145.6,420,33800,9085440,"400 Structures"
"0425-6092","PRESTR CONC GIRDER (TX28-TX70) (TY 92)","2024/2014","LF",211.2,204.86,198.53,148.4,432.6,35370,7470144,"400 Structures"
"0425-6093","PRESTR CONC GIRDER (TX28-TX70) (TY 93)","2024/2014","LF",220.8,220.8,207.55,140,445.2,36940,8156352,"400 Structures"
"0425-6094","PRESTR CONC GIRDER (TX28-TX70) (TY 94)","2024/2014","LF",230.4,237.31,216.58,142.8,457.8,38510,8872704,"400 Structures"
"0425-6095","PRESTR CONC GIRDER (TX28-TX70) (TY 95)","2024/2014","LF",240,254.4,225.6,145.6,470.4,40080,9619200,"400 Structures"
"0432-6001","RIPRAP (CONC / STONE / MOW STRIP) (TY 1)","2024/2014","CY",572,537.68,537.68,380,1150,500,286000,"400 Structures"
"0432-6002","RIPRAP (CONC / STONE / MOW STRIP) (TY 2)","2024/2014","CY",598,580.06,562.12,387.6,1184.5,2070,1237860,"400 Structures"
"0432-6003","RIPRAP (CONC / STONE / MOW STRIP) (TY 3)","2024/2014","CY",624,624,586.56,395.2,1219,3640,2271360,"400 Structures"
"0432-6004","RIPRAP (CONC / STONE / MOW STRIP) (TY 4)","2024/2014","CY",650,669.5,611,402.8,1253.5,5210,3386500,"400 Structures"
"0432-6005","RIPRAP (CONC / STONE / MOW STRIP) (TY 5)","2024/2014","CY",676,716.56,635.44,380,1288,6780,4583280,"400 Structures"
"0432-6006","RIPRAP (CONC / STONE / MOW STRIP) (TY 6)","2024/2014","CY",702,659.88,659.88,387.6,1322.5,8350,5861700,"400 Structures"
"0432-6007","RIPRAP (CONC / STONE / MOW STRIP) (TY 7)","2024/2014","CY",728,706.16,684.32,395.2,1150,9920,7221760,"400 Structures"
"0432-6008","RIPRAP (CONC / STONE / MOW STRIP) (TY 8)","2024/2014","CY",572,572,537.68,402.8,1184.5,11490,6572280,"400 Structures"
"0432-6009","RIPRAP (CONC / STONE / MOW STRIP) (TY 9)","2024/2014","CY",598,615.94,562.12,380,1219,13060,7809880,"400 Structures"
"0432-6010","RIPRAP (CONC / STONE / MOW STRIP) (TY 10)","2024/2014","CY",624,661.44,586.56,387.6,1253.5,3830,2389920,"400 Structures"
"0432-6011","RIPRAP (CONC / STONE / MOW STRIP) (TY 11)","2024/2014","CY",650,611,611,395.2,1288,5400,3510000,"400 Structures"
"0432-6012","RIPRAP (CONC / STONE / MOW STRIP) (TY 12)","2024/2014","CY",676,655.72,635.44,402.8,1322.5,6970,4711720,"400 Structures"
"0432-6013","RIPRAP (CONC / STONE / MOW STRIP) (TY 13)","2024/2014","CY",702,702,659.88,380,1150,8540,5995080,"400 Structures"
"0432-6014","RIPRAP (CONC / STONE / MOW STRIP) (TY 14)","2024/2014","CY",728,749.84,684.32,387.6,1184.5,10110,7360080,"400 Structures"
"0432-6015","RIPRAP (CONC / STONE / MOW STRIP) (TY 15)","2024/2014","CY",572,606.32,537.68,395.2,1219,11680,6680960,"400 Structures"
"0432-6016","RIPRAP (CONC / STONE / MOW STRIP) (TY 16)","2024/2014","CY",598,562.12,562.12,402.8,1253.5,13250,7923500,"400 Structures"
"0432-6017","RIPRAP (CONC / STONE / MOW STRIP) (TY 17)","2024/2014","CY",624,605.28,586.56,380,1288,14820,9247680,"400 Structures"
"0432-6018","RIPRAP (CONC / STONE / MOW STRIP) (TY 18)","2024/2014","CY",650,650,611,387.6,1322.5,16390,10653500,"400 Structures"
"0432-6019","RIPRAP (CONC / STONE / MOW STRIP) (TY 19)","2024/2014","CY",676,696.28,635.44,395.2,1150,7160,4840160,"400 Structures"
"0432-6020","RIPRAP (CONC / STONE / MOW STRIP) (TY 20)","2024/2014","CY",702,744.12,659.88,402.8,1184.5,8730,6128460,"400 Structures"
"0432-6021","RIPRAP (CONC / STONE / MOW STRIP) (TY 21)","2024/2014","CY",728,684.32,684.32,380,1219,10300,7498400,"400 Structures"
"0432-6022","RIPRAP (CONC / STONE / MOW STRIP) (TY 22)","2024/2014","CY",572,554.84,537.68,387.6,1253.5,11870,6789640,"400 Structures"
"0432-6023","RIPRAP (CONC / STONE / MOW STRIP) (TY 23)","2024/2014","CY",598,598,562.12,395.2,1288,13440,8037120,"400 Structures"
